timeLeftInSec,down,yardsToFirstdown,yardsToEndzone,isEmpty,isI_Form,isJumbo,isPistol,isShotgun,isSingleback,isWildcat,defendersInTheBox,numberOfPassRushers,numberRB,numberTE,numberWR,defendersInTheBox,numberOfPassRushers,numberDL,numberLB,numberDB,isTraditional,isRollout,isScramble,yardsGained
2922,2,8,29,0,0,0,0,0,1,0,6,4,1,1,3,6,4,4,2,5,1,0,0,28
2884,1,10,75,0,0,0,0,0,1,0,6,3,1,1,3,6,3,4,2,5,1,0,0,18
2824,2,4,51,0,0,0,0,1,0,0,6,1,1,1,3,6,1,4,2,5,1,0,0,2
2749,1,10,47,0,0,0,0,0,1,0,6,3,1,1,3,6,3,4,2,5,1,0,0,20
2712,1,10,27,0,0,0,0,0,1,0,6,4,1,1,3,6,4,4,2,5,0,0,1,0
2670,3,3,51,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,8
2630,2,5,38,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,2
2566,3,13,46,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,1,6,1,0,0,10
2522,4,3,36,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,1,6,1,0,0,10
2522,1,10,26,0,0,0,0,1,0,0,6,3,1,1,3,6,3,4,2,5,1,0,0,0
2456,1,10,13,1,0,0,0,0,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,4
2415,2,6,9,0,0,0,0,1,0,0,7,4,1,2,2,7,4,4,3,4,0,0,1,0
2407,3,6,9,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,9
2362,2,9,74,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,4
2325,3,5,70,0,0,0,0,1,0,0,5,5,1,1,3,5,5,4,2,5,1,0,0,9
2289,1,10,61,0,0,0,0,0,1,0,6,4,1,2,2,6,4,4,3,4,1,0,0,0
2242,3,14,65,0,0,0,1,0,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,-6
2198,1,10,68,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,19
2134,1,10,34,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,26
2083,1,10,60,0,1,0,0,0,0,0,7,4,1,2,2,7,4,4,3,4,1,0,0,60
2076,1,10,75,0,0,0,0,0,1,0,7,4,1,2,2,7,4,4,3,4,1,0,0,0
2069,2,10,75,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0
2056,3,5,70,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,1,6,1,0,0,5
1958,1,10,17,0,0,0,0,0,1,0,6,4,1,1,3,6,4,4,2,5,1,0,0,17
1933,1,16,66,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,12
1920,2,4,54,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,-5
1891,3,9,59,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,12
1869,1,10,47,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,0
1863,2,10,47,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,0
1859,3,10,47,0,0,0,1,0,0,0,7,5,1,1,3,7,5,4,2,5,1,0,0,29
1853,1,10,18,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0
1849,2,10,18,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,5
1841,3,5,13,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,0,0,1,6
1821,1,7,7,0,0,0,0,0,1,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0
1817,2,7,7,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0
1810,3,7,7,0,0,0,0,1,0,0,5,2,1,1,3,5,2,4,2,5,1,0,0,0
1764,2,6,71,0,0,0,0,0,1,0,7,3,1,2,2,7,3,4,3,4,1,0,0,0
1760,3,6,71,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,13
1726,1,10,58,0,1,0,0,0,0,0,7,4,1,2,2,7,4,4,3,4,1,0,0,0
1688,1,10,52,0,0,0,0,0,1,0,6,4,1,2,2,6,4,4,3,4,0,0,1,-8
1643,2,18,60,1,0,0,0,0,0,0,4,4,1,0,4,4,4,4,2,5,1,0,0,5
1603,3,13,55,0,0,0,1,0,0,0,5,4,1,0,4,5,4,4,2,5,1,0,0,15
1566,1,10,40,0,1,0,0,0,0,0,7,4,1,2,2,7,4,4,3,4,1,0,0,20
1476,2,7,17,0,0,0,0,1,0,0,6,4,1,0,4,6,4,4,2,5,1,0,0,16
1458,1,10,75,0,0,0,0,0,1,0,6,4,1,1,3,6,4,4,2,5,0,1,0,0
1421,3,8,73,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,1,6,1,0,0,0
1410,1,10,70,0,0,0,0,1,0,0,8,5,1,2,2,8,5,4,3,4,1,0,0,0
1323,1,10,58,0,0,0,0,0,1,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0
1234,1,10,43,0,0,0,0,0,1,0,6,4,1,2,2,6,4,4,3,4,1,0,0,0
1198,2,12,63,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,0,0,1,10
1083,2,9,89,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,0,0,1,-1
1037,3,10,90,0,0,0,0,1,0,0,5,4,1,0,4,5,4,4,2,5,1,0,0,0
1004,2,10,75,0,0,0,0,0,1,0,5,4,1,1,3,5,4,4,2,5,1,0,0,12
950,1,10,47,0,0,0,0,0,1,0,6,4,1,1,3,6,4,4,2,5,1,0,0,20
871,2,22,39,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,1
738,2,15,80,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,7
697,3,8,73,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,1,6,0,0,1,0
607,2,14,72,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,72
597,1,10,75,1,0,0,0,0,0,0,5,3,1,1,3,5,3,4,2,5,0,0,1,-11
556,2,21,86,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,9
437,2,5,80,1,0,0,0,0,0,0,6,4,1,0,4,6,4,4,2,5,1,0,0,0
432,3,5,80,0,0,0,0,1,0,0,5,4,0,1,4,5,4,4,1,6,1,0,0,1
345,2,5,65,0,0,0,0,0,1,0,7,4,1,2,2,7,4,4,3,4,0,1,0,4
222,2,1,48,0,0,0,0,0,1,0,6,5,1,1,3,6,5,4,2,5,1,0,0,15
212,2,11,34,1,0,0,0,0,0,0,5,3,1,1,3,5,3,4,2,5,0,0,1,-5
206,3,16,39,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,1,6,1,0,0,0
196,1,10,88,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,9
171,2,1,79,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,0
167,3,1,79,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,27
160,1,10,52,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,17
154,1,10,35,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,0
150,2,10,35,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,10
122,1,10,25,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,7
117,2,3,18,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,0
74,3,3,18,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,0
70,4,3,18,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,18
58,1,10,76,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,1,6,1,0,0,9
40,2,1,67,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,1,6,1,0,0,0
33,1,10,64,1,0,0,0,0,0,0,6,3,1,1,3,6,3,4,1,6,1,0,0,23
3496,3,9,74,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,0
3343,2,6,39,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,0,1,0,11
3227,3,3,21,0,0,0,0,1,0,0,5,4,1,1,3,5,4,3,3,5,0,0,1,-1
3099,3,10,70,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,0
3080,1,10,88,0,0,0,0,1,0,0,6,3,1,1,3,6,3,4,2,5,1,0,0,18
3038,1,10,70,0,0,0,0,1,0,0,6,4,2,1,2,6,4,4,2,5,1,0,0,0
3035,2,10,70,0,0,0,0,1,0,0,6,7,1,1,3,6,7,4,2,5,1,0,0,70
3024,1,10,75,0,0,0,0,1,0,0,7,4,1,1,3,7,4,3,3,5,1,0,0,4
2933,3,9,74,0,0,0,1,0,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,19
2731,1,10,43,0,1,0,0,0,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,7
2618,1,10,32,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,0
2313,3,6,48,0,0,0,0,1,0,0,6,6,1,1,3,6,6,3,2,6,1,0,0,0
2255,2,10,87,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,0
2251,3,10,87,1,0,0,0,0,0,0,5,4,1,1,3,5,4,3,3,5,1,0,0,13
2171,2,10,74,0,0,0,0,0,1,0,6,5,1,1,3,6,5,2,4,5,0,0,1,7
2136,3,3,67,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,0
2125,1,10,65,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,0
2076,3,10,65,0,0,0,0,1,0,0,5,5,1,1,3,5,5,3,2,6,1,0,0,0
2013,2,10,76,1,0,0,0,0,0,0,5,5,1,1,3,5,5,4,2,5,1,0,0,4
1969,3,6,72,1,0,0,0,0,0,0,4,4,1,1,3,4,4,3,3,5,1,0,0,0
1955,1,10,71,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,0
1920,3,6,67,0,0,0,0,1,0,0,5,5,1,1,3,5,5,3,2,6,1,0,0,9
1898,1,10,58,0,0,0,0,1,0,0,6,3,1,1,3,6,3,3,2,6,1,0,0,0
1838,3,7,55,0,0,0,0,1,0,0,6,5,1,1,3,6,5,2,4,5,1,0,0,0
1824,1,10,80,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,0
1800,1,10,75,0,0,0,0,1,0,0,6,5,1,1,3,6,5,3,3,5,1,0,0,6
1760,2,4,69,0,0,0,0,1,0,0,7,6,1,1,3,7,6,3,3,5,1,0,0,14
1634,3,3,48,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,0,0,1,0
1618,1,10,80,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,0
1572,3,15,85,0,0,0,0,1,0,0,6,5,1,1,3,6,5,3,3,5,0,0,1,0
1554,1,10,55,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,0
1547,2,10,55,1,0,0,0,0,0,0,5,3,1,1,3,5,3,3,3,5,1,0,0,0
1385,1,9,9,0,0,0,0,1,0,0,7,4,1,1,3,7,4,3,3,5,1,0,0,0
1344,2,9,9,0,0,0,0,1,0,0,5,3,1,1,3,5,3,3,3,5,1,0,0,0
1339,3,4,4,0,0,0,0,1,0,0,6,3,1,1,3,6,3,3,3,5,1,0,0,4
1260,3,9,74,0,0,0,0,1,0,0,5,4,1,1,3,5,4,3,3,5,1,0,0,5
1188,2,10,50,0,0,0,1,0,0,0,6,5,2,1,2,6,5,3,3,5,1,0,0,18
1112,2,7,29,1,0,0,0,0,0,0,7,2,1,1,3,7,2,2,4,5,1,0,0,0
948,2,11,23,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,10
896,1,10,75,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,13
858,1,10,62,0,0,0,0,1,0,0,6,5,1,1,3,6,5,3,3,5,1,0,0,-3
815,2,13,65,0,0,0,0,1,0,0,6,6,1,1,3,6,6,3,3,5,1,0,0,0
769,2,7,47,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,29
676,2,8,16,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,16
657,2,10,79,0,0,0,1,0,0,0,7,4,1,1,3,7,4,3,3,5,1,0,0,23
527,2,6,40,0,0,0,0,1,0,0,6,4,1,2,2,6,4,3,3,5,1,0,0,10
428,1,10,75,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,15
394,1,10,60,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,0,0,1,0
387,2,10,60,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,-3
345,3,13,63,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,0,0,1,0
317,3,6,83,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,13
126,3,6,55,0,0,0,0,1,0,0,6,4,2,1,2,6,4,3,4,4,0,1,0,-3
113,1,10,90,0,0,0,0,1,0,0,5,4,1,1,3,5,4,2,3,6,0,0,1,0
107,2,10,90,0,0,0,0,1,0,0,4,4,1,1,3,4,4,2,3,6,1,0,0,14
88,1,10,76,0,0,0,0,1,0,0,4,3,1,1,3,4,3,2,3,6,1,0,0,0
55,1,10,63,0,0,0,0,1,0,0,3,3,1,1,3,3,3,2,3,6,0,0,1,10
3600,1,10,75,0,0,0,0,1,0,0,7,5,1,1,3,7,5,4,3,4,1,0,0,9
3551,2,6,71,1,0,0,0,0,0,0,5,4,1,2,2,5,4,4,3,4,1,0,0,10
3479,1,15,66,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,8
3441,2,7,58,0,0,0,0,1,0,0,6,4,1,3,1,6,4,4,3,4,1,0,0,3
3400,3,4,55,1,0,0,0,0,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,5
3182,1,10,14,1,0,0,0,0,0,0,5,4,0,2,3,5,4,4,2,5,1,0,0,0
3144,2,10,75,0,0,0,0,1,0,0,6,2,1,1,3,6,2,3,4,4,1,0,0,13
3109,1,10,62,0,0,0,0,1,0,0,6,5,1,1,3,6,5,3,4,4,1,0,0,9
3034,1,10,51,0,0,0,0,1,0,0,6,5,1,1,3,6,5,2,4,5,1,0,0,0
2985,3,6,47,0,0,0,0,1,0,0,5,5,1,1,3,5,5,1,4,6,1,0,0,0
2870,1,10,54,0,0,0,0,1,0,0,7,5,1,1,3,7,5,3,4,4,1,0,0,7
2827,2,3,47,0,0,0,0,1,0,0,6,5,2,1,2,6,5,2,4,5,1,0,0,18
2784,1,10,29,0,0,0,1,0,0,0,7,6,2,1,2,7,6,2,4,5,1,0,0,18
2736,1,10,75,0,0,0,0,1,0,0,6,4,1,2,2,6,4,4,3,4,1,0,0,6
2655,2,8,10,0,0,0,0,1,0,0,6,4,1,2,2,6,4,3,4,4,1,0,0,-1
2610,3,9,11,0,0,0,0,1,0,0,6,3,1,1,3,6,3,1,4,6,1,0,0,11
2605,1,10,75,0,0,0,0,0,1,0,7,4,1,1,3,7,4,4,2,5,1,0,0,13
2573,1,10,62,0,0,0,0,1,0,0,7,5,1,1,3,7,5,4,2,5,0,0,1,0
2485,2,10,47,0,0,0,0,0,1,0,7,5,1,2,2,7,5,4,3,4,1,0,0,-8
2440,3,18,55,0,0,0,0,1,0,0,5,4,1,0,4,5,4,4,2,5,1,0,0,11
2345,2,9,98,0,0,0,0,1,0,0,7,4,1,1,3,7,4,2,4,5,1,0,0,33
2264,2,7,62,0,0,0,0,1,0,0,6,4,2,1,2,6,4,2,4,5,1,0,0,0
2259,3,7,62,1,0,0,0,0,0,0,7,5,1,1,3,7,5,1,4,6,1,0,0,8
2219,1,10,54,0,0,0,0,1,0,0,5,4,1,1,3,5,4,2,4,5,1,0,0,-2
2172,2,12,56,0,0,0,0,1,0,0,6,5,2,1,2,6,5,2,4,5,1,0,0,11
2032,1,6,6,0,0,0,0,1,0,0,9,4,1,3,1,9,4,3,4,4,1,0,0,6
2025,1,10,75,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,4
2001,2,6,71,1,0,0,0,0,0,0,5,5,0,2,3,5,5,4,2,5,1,0,0,0
1995,3,6,71,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,5
1920,1,5,60,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,0
1908,2,15,70,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,14
1879,1,10,53,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,3
1876,2,7,50,0,0,0,0,1,0,0,6,6,1,1,3,6,6,4,2,5,1,0,0,0
1866,3,17,60,0,0,0,0,1,0,0,5,4,1,0,4,5,4,4,2,5,0,0,1,0
1852,1,10,71,0,0,0,0,1,0,0,4,4,1,1,3,4,4,1,4,6,1,0,0,19
1827,1,10,52,0,0,0,0,1,0,0,4,5,1,1,3,4,5,1,4,6,1,0,0,-3
1811,3,2,44,0,0,0,0,1,0,0,1,0,1,1,3,1,0,0,4,7,1,0,0,0
1805,4,7,49,0,0,0,0,1,0,0,5,6,1,1,3,5,6,1,5,5,1,0,0,13
1728,3,6,71,0,0,0,0,1,0,0,5,4,1,1,3,5,4,1,4,6,1,0,0,7
1685,1,10,64,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,4,4,1,0,0,0
1635,3,4,58,0,0,0,0,1,0,0,5,5,1,1,3,5,5,1,4,6,1,0,0,0
1607,1,10,65,0,0,0,0,1,0,0,6,6,1,1,3,6,6,4,2,5,1,0,0,0
1572,1,10,53,1,0,0,0,0,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0
1567,2,10,53,0,0,0,0,1,0,0,7,6,1,0,4,7,6,4,2,5,1,0,0,0
1563,3,10,53,1,0,0,0,0,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,7
1525,4,3,46,1,0,0,0,0,0,0,5,5,1,1,3,5,5,4,2,5,0,0,1,0
1430,3,4,48,0,0,0,0,1,0,0,5,2,1,1,3,5,2,1,4,6,1,0,0,0
1311,1,10,81,1,0,0,0,0,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,7
1277,2,3,74,1,0,0,0,0,0,0,5,4,0,2,3,5,4,4,3,4,1,0,0,0
1272,3,3,74,1,0,0,0,0,0,0,4,4,1,2,2,4,4,4,2,5,1,0,0,10
1240,1,10,64,0,0,0,0,1,0,0,6,6,1,1,3,6,6,4,2,5,1,0,0,0
1231,1,10,49,0,0,0,0,1,0,0,7,4,1,3,1,7,4,3,4,4,1,0,0,15
1078,1,10,75,0,0,0,0,1,0,0,6,4,1,0,4,6,4,4,2,5,1,0,0,10
1027,2,1,56,1,0,0,0,0,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0
1022,3,1,56,0,0,0,0,1,0,0,7,6,1,1,3,7,6,4,2,5,1,0,0,19
1007,1,10,37,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,4
982,2,6,33,0,0,0,0,1,0,0,7,6,1,1,3,7,6,4,2,5,1,0,0,0
976,3,6,33,0,0,0,0,1,0,0,7,5,1,1,3,7,5,4,2,5,1,0,0,18
919,2,4,9,1,0,0,0,0,0,0,5,4,0,2,3,5,4,4,3,4,1,0,0,0
916,3,4,9,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,3,4,1,0,0,9
906,1,10,85,0,0,0,0,1,0,0,6,3,1,1,3,6,3,3,4,4,0,0,1,0
900,2,10,85,0,0,0,0,1,0,0,5,5,1,1,3,5,5,3,4,4,1,0,0,8
860,3,2,77,1,0,0,0,0,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,17
786,2,5,55,0,0,0,0,1,0,0,6,5,1,1,3,6,5,3,4,4,1,0,0,15
592,1,10,75,0,0,0,1,0,0,0,8,7,1,2,2,8,7,4,3,4,1,0,0,0
588,2,10,75,0,0,0,1,0,0,0,7,5,1,1,3,7,5,4,2,5,1,0,0,-6
549,3,16,81,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,0
490,2,9,53,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,4,4,1,0,0,10
398,2,9,42,0,0,0,0,1,0,0,6,3,2,1,2,6,3,2,4,5,1,0,0,0
136,1,10,52,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,7
120,1,10,39,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,7
91,2,3,32,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,6
68,1,10,26,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,26
3596,1,10,75,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,0,1,0,6
3446,3,9,64,0,0,0,0,1,0,0,6,4,1,2,2,6,4,4,2,5,1,0,0,11
3400,1,10,53,1,0,0,0,0,0,0,5,3,1,1,3,5,3,4,2,5,1,0,0,0
3361,2,10,53,0,0,0,0,0,1,0,7,4,1,3,1,7,4,4,3,4,1,0,0,9
3207,1,10,26,0,0,0,0,0,1,0,7,4,1,2,2,7,4,4,2,5,1,0,0,26
3201,1,10,75,0,1,0,0,0,0,0,8,5,2,1,2,8,5,4,3,4,0,1,0,0
3196,2,10,75,0,0,0,0,1,0,0,7,4,1,1,3,7,4,4,2,5,1,0,0,8
3154,3,2,67,1,0,0,0,0,0,0,5,3,1,1,3,5,3,3,2,6,1,0,0,0
3137,1,10,78,0,0,0,0,0,1,0,6,4,1,2,2,6,4,4,3,4,1,0,0,6
3103,2,4,72,0,0,0,0,1,0,0,6,3,1,1,3,6,3,4,2,5,0,1,0,12
3031,2,6,56,0,0,0,0,1,0,0,8,4,1,2,2,8,4,4,3,4,1,0,0,1
2964,3,5,55,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,12
2847,1,10,32,0,0,0,0,1,0,0,6,6,1,1,3,6,6,4,2,5,1,0,0,5
2783,1,10,16,0,0,0,0,1,0,0,6,4,2,1,2,6,4,4,2,5,1,0,0,7
2707,3,2,8,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0
2668,2,8,73,0,0,0,0,0,1,0,7,3,1,2,2,7,3,4,3,4,1,0,0,0
2662,3,8,73,0,0,0,0,1,0,0,6,6,1,1,3,6,6,4,2,5,1,0,0,9
2622,1,10,64,0,1,0,0,0,0,0,6,4,2,1,2,6,4,4,3,4,1,0,0,15
2521,1,5,31,0,0,0,0,0,1,0,7,4,1,1,3,7,4,4,2,5,1,0,0,31
2454,3,3,68,0,0,0,0,1,0,0,6,3,1,1,3,6,3,4,2,5,1,0,0,0
2441,1,10,79,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,7
2373,3,2,71,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,1,6,1,0,0,14
2317,1,5,52,0,0,0,0,0,1,0,8,4,2,1,2,8,4,4,3,4,1,0,0,8
2180,2,9,25,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,25
2173,1,10,75,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0
2055,2,2,64,1,0,0,0,0,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,0
2050,3,2,64,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,8
1960,3,7,53,0,0,0,0,1,0,0,7,7,1,1,3,7,7,4,2,5,1,0,0,9
1839,2,4,7,0,0,0,0,1,0,0,7,4,1,1,3,7,4,4,2,5,1,0,0,0
1835,3,4,7,0,0,0,0,1,0,0,5,4,1,2,2,5,4,4,2,5,0,0,1,0
1774,1,15,80,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,18
1753,1,10,62,0,0,0,0,1,0,0,7,8,1,1,3,7,8,4,2,5,1,0,0,11
1365,3,4,20,1,0,0,0,0,0,0,5,3,1,2,2,5,3,4,2,5,1,0,0,20
1324,2,10,75,0,0,0,0,0,1,0,6,4,1,2,2,6,4,4,3,4,1,0,0,10
1280,1,10,65,0,0,0,0,0,1,0,7,4,1,2,2,7,4,4,3,4,1,0,0,9
1210,2,10,65,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,9
1131,1,10,52,0,1,0,0,0,0,0,8,4,2,1,2,8,4,4,3,4,1,0,0,30
1000,2,6,7,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,1
966,3,5,6,0,0,0,0,1,0,0,6,4,1,2,2,6,4,4,2,5,0,0,1,6
961,1,10,75,0,0,0,0,0,1,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0
929,1,10,68,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,0,0,1,0
916,2,20,78,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,16
900,3,4,62,0,0,0,0,1,0,0,7,4,1,1,3,7,4,4,2,5,1,0,0,9
802,1,20,49,1,0,0,0,0,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,34
654,2,4,4,0,0,0,0,1,0,0,6,4,1,3,1,6,4,4,3,4,1,0,0,0
612,2,6,71,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,3
574,3,3,68,0,0,0,0,1,0,0,5,3,1,1,3,5,3,3,2,6,1,0,0,0
523,2,4,51,0,0,0,0,1,0,0,6,3,1,1,3,6,3,4,2,5,1,0,0,14
488,1,10,37,0,0,0,0,1,0,0,6,3,1,1,3,6,3,4,2,5,1,0,0,11
389,2,16,32,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,17
333,1,5,10,0,0,0,0,1,0,0,7,5,1,1,3,7,5,4,2,5,1,0,0,10
175,1,10,75,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,1,6,0,0,1,0
171,2,10,75,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,1,6,0,0,1,10
146,1,10,65,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,1,6,1,0,0,0
142,2,10,65,0,0,0,0,1,0,0,4,4,1,1,3,4,4,4,1,6,1,0,0,5
126,3,15,70,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,1,6,1,0,0,13
120,4,2,57,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,1,6,1,0,0,0
3513,3,6,76,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,-8
3428,2,10,64,0,0,0,0,0,1,0,7,5,1,1,3,7,5,4,2,5,1,0,0,0
3424,3,10,64,0,0,0,0,1,0,0,7,5,1,1,3,7,5,3,3,5,1,0,0,-1
3374,1,10,75,0,1,0,0,0,0,0,7,5,2,1,2,7,5,4,3,4,1,0,0,8
3343,2,2,67,0,0,0,0,1,0,0,7,3,2,1,2,7,3,4,3,4,1,0,0,3
3063,1,10,37,0,0,0,0,0,1,0,8,5,2,2,1,8,5,4,3,4,0,0,1,-9
3020,2,19,46,1,0,0,0,0,0,0,5,4,2,1,2,5,4,4,2,5,1,0,0,0
