timeLeftInSec,down,yardsToFirstdown,yardsToEndzone,isEmpty,isI_Form,isJumbo,isPistol,isShotgun,isSingleback,isWildcat,defendersInTheBox,numberOfPassRushers,numberRB,numberTE,numberWR,defendersInTheBox,numberOfPassRushers,numberDL,numberLB,numberDB,isTraditional,isRollout,isScramble,yardsGained,negative,incompete,positive
599,2,15,85,0,0,0,0,1,0,0,6,4,1,0,4,6,4,2,4,5,1,0,0,8,0,0,1
560,3,7,77,0,0,0,0,1,0,0,6,3,1,0,4,6,3,2,4,5,0,0,1,9,0,0,1
528,1,10,68,0,0,0,0,1,0,0,6,4,1,0,4,6,4,3,3,5,1,0,0,8,0,0,1
470,1,10,54,0,0,0,0,1,0,0,6,4,1,0,4,6,4,3,3,5,1,0,0,5,0,0,1
443,2,5,49,0,0,0,0,1,0,0,6,3,1,0,4,6,3,3,3,5,1,0,0,6,0,0,1
418,1,10,43,0,0,0,0,1,0,0,6,6,1,0,4,6,6,2,4,5,1,0,0,13,0,0,1
392,1,10,30,0,0,0,0,1,0,0,6,5,1,0,4,6,5,2,4,5,1,0,0,-6,1,0,0
361,2,16,36,0,0,0,0,1,0,0,6,3,1,0,4,6,3,2,4,5,1,0,0,10,0,0,1
337,3,6,26,0,0,0,0,1,0,0,6,3,1,0,4,6,3,1,5,5,1,0,0,0,0,1,0
320,3,10,74,0,0,0,0,1,0,0,6,5,2,1,2,6,5,4,2,5,1,0,0,11,0,0,1
135,1,10,85,0,0,0,0,1,0,0,6,6,1,0,4,6,6,2,4,5,0,0,1,0,0,1,0
130,2,10,85,0,0,0,0,1,0,0,6,4,1,0,4,6,4,2,4,5,1,0,0,9,0,0,1
120,3,1,76,0,0,0,0,1,0,0,6,3,1,0,4,6,3,2,4,5,1,0,0,6,0,0,1
101,1,10,70,0,0,0,0,1,0,0,6,4,1,0,4,6,4,2,4,5,1,0,0,-4,1,0,0
78,2,14,74,0,0,0,0,1,0,0,6,4,1,0,4,6,4,2,4,5,1,0,0,10,0,0,1
73,3,4,64,0,0,0,0,1,0,0,6,6,1,0,4,6,6,2,4,5,1,0,0,0,0,1,0
69,4,4,64,0,0,0,0,1,0,0,6,6,1,0,4,6,6,2,4,5,1,0,0,0,0,1,0
3569,2,5,70,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,0,0,1,0
3565,3,5,70,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,2,0,0,1
3506,1,10,95,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,27,0,0,1
3437,2,8,66,0,0,0,0,1,0,0,7,4,1,2,2,7,4,4,3,4,1,0,0,9,0,0,1
3394,1,10,57,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,13,0,0,1
3354,1,10,44,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,0,1,0,0,0,1,0
3239,1,10,27,0,1,0,0,0,0,0,7,4,2,1,2,7,4,4,3,4,1,0,0,0,0,1,0
3195,1,6,6,0,0,0,0,0,1,0,7,4,2,2,1,7,4,4,3,4,0,0,1,6,0,0,1
3183,1,10,91,0,0,0,0,1,0,0,6,3,1,1,3,6,3,3,3,5,1,0,0,8,0,0,1
3149,2,2,83,0,0,0,0,1,0,0,7,5,1,1,3,7,5,3,3,5,1,0,0,0,0,1,0
3104,1,10,80,0,1,0,0,0,0,0,7,4,1,2,2,7,4,4,3,4,0,1,0,0,0,1,0
3099,2,15,85,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,30,0,0,1
3022,2,7,52,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,-1,1,0,0
2970,3,3,48,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,0,0,1,-2,1,0,0
2877,2,9,77,1,0,0,0,0,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,6,0,0,1
2837,3,3,71,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,43,0,0,1
2801,1,10,28,0,0,0,0,1,0,0,6,2,1,1,3,6,2,4,2,5,1,0,0,0,0,1,0
2796,2,15,33,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,-2,1,0,0
2751,3,17,35,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,0,0,1,0,0,1,0
2739,1,10,57,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,0,0,1,0
2700,3,9,56,0,0,0,0,1,0,0,5,4,1,1,3,5,4,3,2,6,1,0,0,0,0,1,0
2691,1,10,32,0,0,0,0,1,0,0,7,4,1,2,2,7,4,4,3,4,1,0,0,0,0,1,0
2641,3,9,31,0,0,0,0,1,0,0,4,4,1,1,3,4,4,4,2,5,1,0,0,16,0,0,1
2608,1,10,15,0,0,0,0,0,1,0,7,4,2,2,1,7,4,4,3,4,1,0,0,15,0,0,1
2526,1,12,74,0,0,0,0,1,0,0,7,4,1,1,3,7,4,3,3,5,1,0,0,12,0,0,1
2490,1,10,62,0,0,0,0,1,0,0,6,3,1,1,3,6,3,3,3,5,1,0,0,9,0,0,1
2366,1,10,50,1,0,0,0,0,0,0,7,3,1,2,2,7,3,4,3,4,1,0,0,20,0,0,1
2304,1,15,35,0,0,0,0,0,1,0,6,4,1,2,2,6,4,3,3,5,1,0,0,31,0,0,1
2249,3,4,4,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,2,6,1,0,0,4,0,0,1
2241,1,10,77,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,13,0,0,1
2194,1,10,64,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,4,0,0,1
2120,3,6,60,1,0,0,0,0,0,0,6,3,1,1,3,6,3,4,2,5,1,0,0,10,0,0,1
2083,1,10,50,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,8,0,0,1
1948,2,7,18,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,-4,1,0,0
1920,3,6,17,0,0,0,0,1,0,0,6,4,1,2,2,6,4,4,2,5,1,0,0,17,0,0,1
1915,1,10,60,0,0,0,0,1,0,0,5,4,1,1,3,5,4,3,2,6,1,0,0,3,0,0,1
1893,2,7,57,0,0,0,0,1,0,0,5,4,1,1,3,5,4,3,2,6,1,0,0,0,0,1,0
1887,3,7,57,0,0,0,0,1,0,0,5,4,1,1,3,5,4,3,2,6,1,0,0,0,0,1,0
1873,1,10,80,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,13,0,0,1
1866,1,10,67,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,13,0,0,1
1848,1,10,31,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,22,0,0,1
1827,1,9,9,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0,0,1,0
1823,2,9,9,0,0,0,0,1,0,0,6,4,1,2,2,6,4,4,2,5,0,0,1,0,0,1,0
1816,3,9,9,0,0,0,0,1,0,0,4,3,1,1,3,4,3,4,2,5,1,0,0,1,0,0,1
1800,1,10,75,0,0,0,0,1,0,0,7,4,1,2,2,7,4,4,3,4,1,0,0,50,0,0,1
1722,2,5,20,1,0,0,0,0,0,0,7,4,1,2,2,7,4,4,3,4,1,0,0,0,0,1,0
1716,3,5,20,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,6,0,0,1
1673,1,10,14,0,1,0,0,0,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,8,0,0,1
1579,1,10,75,0,0,0,0,0,1,0,7,4,1,1,3,7,4,3,3,5,1,0,0,0,0,1,0
1497,2,9,54,0,0,0,0,1,0,0,5,4,1,1,3,5,4,3,2,6,1,0,0,9,0,0,1
1457,1,10,45,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,5,0,0,1
1373,1,10,30,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,13,0,0,1
1333,1,10,17,0,0,0,0,1,0,0,6,5,1,1,3,6,5,3,3,5,0,0,1,0,0,1,0
1285,3,8,15,1,0,0,0,0,0,0,4,4,1,1,3,4,4,3,2,6,1,0,0,0,0,1,0
1233,2,8,73,0,0,0,0,1,0,0,6,4,1,2,2,6,4,4,3,4,1,0,0,0,0,1,0
1182,2,6,48,0,0,0,0,1,0,0,5,4,1,1,3,5,4,3,2,6,1,0,0,-4,1,0,0
1140,3,10,52,0,0,0,0,1,0,0,4,4,1,1,3,4,4,3,2,6,1,0,0,-11,1,0,0
1042,2,8,80,0,0,0,0,1,0,0,6,3,1,1,3,6,3,4,2,5,1,0,0,0,0,1,0
1037,3,8,80,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,13,0,0,1
992,1,10,67,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,0,0,1,0,0,1,0
985,2,10,67,0,0,0,0,1,0,0,7,5,1,2,2,7,5,4,3,4,1,0,0,9,0,0,1
900,1,10,55,0,0,0,0,0,1,0,6,3,1,2,2,6,3,4,3,4,0,1,0,20,0,0,1
861,1,10,35,0,0,0,0,1,0,0,7,5,2,1,2,7,5,4,3,4,1,0,0,0,0,1,0
776,1,3,3,0,0,0,0,1,0,0,6,3,1,2,2,6,3,4,3,4,0,0,1,3,0,0,1
770,1,10,75,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,0,0,1,0
765,2,10,75,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,7,0,0,1
730,3,3,68,0,0,0,0,1,0,0,5,4,1,1,3,5,4,2,4,5,0,0,1,0,0,1,0
668,2,9,89,0,0,0,0,1,0,0,6,2,1,1,3,6,2,4,2,5,1,0,0,11,0,0,1
490,1,10,51,0,0,0,0,1,0,0,6,1,1,1,3,6,1,4,2,5,1,0,0,4,0,0,1
210,3,2,89,1,0,0,0,0,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,7,0,0,1
141,2,8,80,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,18,0,0,1
120,1,10,62,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,9,0,0,1
47,1,10,50,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,5,0,0,1
3571,2,9,74,0,1,0,0,0,0,0,6,4,1,1,3,6,4,2,4,5,0,0,1,-7,1,0,0
3440,1,10,40,1,0,0,0,0,0,0,5,4,2,1,2,5,4,4,3,4,1,0,0,6,0,0,1
3332,1,25,45,0,0,0,0,1,0,0,6,4,1,0,4,6,4,4,2,5,1,0,0,26,0,0,1
3258,2,6,15,0,0,0,0,0,1,0,8,4,1,2,2,8,4,4,3,4,0,1,0,15,0,0,1
3228,2,5,70,0,0,0,0,0,1,0,7,4,1,1,3,7,4,2,4,5,1,0,0,4,0,0,1
3075,3,8,59,0,0,0,0,1,0,0,5,4,1,1,3,5,4,1,3,7,1,0,0,3,0,0,1
3018,1,10,89,0,0,0,0,1,0,0,7,4,1,2,2,7,4,4,3,4,1,0,0,5,0,0,1
2932,3,2,81,0,0,0,0,1,0,0,7,6,1,1,3,7,6,4,2,5,1,0,0,0,0,1,0
2914,1,10,61,0,0,0,0,0,1,0,6,4,1,1,3,6,4,2,4,5,1,0,0,19,0,0,1
2811,2,14,46,0,0,0,0,1,0,0,7,4,1,1,3,7,4,2,3,6,1,0,0,4,0,0,1
2672,1,10,20,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,8,0,0,1
2547,1,10,77,0,0,0,0,0,1,0,6,3,1,1,3,6,3,3,2,6,1,0,0,5,0,0,1
2519,2,5,72,1,0,0,0,0,0,0,4,4,1,1,3,4,4,3,2,6,1,0,0,25,0,0,1
2496,1,10,47,0,0,0,0,0,1,0,6,4,1,2,2,6,4,3,3,5,1,0,0,4,0,0,1
2420,3,1,38,0,1,0,0,0,0,0,8,5,1,3,1,8,5,4,3,4,1,0,0,27,0,0,1
2331,2,10,11,0,0,0,0,1,0,0,5,4,1,1,3,5,4,3,3,5,1,0,0,0,0,1,0
2306,1,4,4,0,0,0,0,1,0,0,6,2,2,1,2,6,2,2,4,5,1,0,0,-1,1,0,0
2262,2,5,5,0,0,0,0,1,0,0,6,3,2,1,2,6,3,2,4,5,1,0,0,0,0,1,0
2258,3,5,5,0,0,0,0,1,0,0,5,3,1,1,3,5,3,1,4,6,1,0,0,5,0,0,1
2210,2,10,75,0,0,0,0,0,1,0,7,5,1,2,2,7,5,4,2,5,1,0,0,15,0,0,1
2182,1,10,60,0,0,0,0,0,1,0,7,4,2,1,2,7,4,4,3,4,1,0,0,3,0,0,1
2137,2,7,57,1,0,0,0,0,0,0,5,4,2,0,3,5,4,4,2,5,1,0,0,4,0,0,1
2094,3,3,53,0,0,0,0,1,0,0,7,4,1,1,3,7,4,4,2,5,1,0,0,5,0,0,1
1921,1,10,23,0,0,0,0,1,0,0,8,4,1,2,2,8,4,4,3,4,1,0,0,-8,1,0,0
1917,2,18,31,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,29,0,0,1
1858,1,10,77,0,0,0,0,1,0,0,4,4,1,1,3,4,4,1,3,7,1,0,0,8,0,0,1
1836,2,2,69,0,0,0,0,1,0,0,5,4,1,1,3,5,4,1,3,7,1,0,0,-8,1,0,0
1800,1,10,75,0,0,0,0,1,0,0,6,6,1,1,3,6,6,4,2,5,1,0,0,16,0,0,1
1676,1,10,42,0,1,0,0,0,0,0,8,5,2,1,2,8,5,4,3,4,1,0,0,22,0,0,1
1583,2,13,23,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,12,0,0,1
1424,2,10,10,0,0,0,0,1,0,0,6,6,1,1,3,6,6,4,2,5,1,0,0,0,0,1,0
1420,3,10,10,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,0,0,1,0
1383,2,7,72,0,0,0,0,1,0,0,7,4,1,1,3,7,4,2,4,5,1,0,0,0,0,1,0
1377,3,7,72,0,0,0,0,1,0,0,4,4,1,1,3,4,4,1,3,7,1,0,0,18,0,0,1
1341,1,10,54,1,0,0,0,0,0,0,5,4,1,1,3,5,4,2,4,5,1,0,0,0,0,1,0
1142,2,9,9,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,5,0,0,1
1101,3,4,4,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,4,0,0,1
1051,2,6,79,1,0,0,0,0,0,0,5,4,1,1,3,5,4,2,3,6,1,0,0,7,0,0,1
945,1,10,60,1,0,0,0,0,0,0,6,5,1,1,3,6,5,2,4,5,0,0,1,0,0,1,0
941,2,10,60,0,1,0,0,0,0,0,6,5,1,1,3,6,5,2,3,6,1,0,0,-7,1,0,0
900,3,17,67,0,0,0,0,1,0,0,3,3,1,1,3,3,3,1,3,7,1,0,0,2,0,0,1
756,1,10,38,0,1,0,0,0,0,0,6,5,2,1,2,6,5,4,3,4,1,0,0,15,0,0,1
654,3,9,22,1,0,0,0,0,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,5,0,0,1
604,1,10,75,0,1,0,0,0,0,0,5,3,2,0,3,5,3,3,2,6,1,0,0,19,0,0,1
539,2,11,57,0,0,0,0,1,0,0,5,3,1,1,3,5,3,3,2,6,0,0,1,0,0,1,0
529,1,10,54,0,0,0,0,1,0,0,6,3,1,1,3,6,3,3,3,5,1,0,0,9,0,0,1
458,1,10,43,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,0,0,1,0
450,2,10,43,0,0,0,0,1,0,0,5,3,1,1,3,5,3,3,2,6,1,0,0,13,0,0,1
415,1,10,30,0,0,0,0,1,0,0,7,5,1,1,3,7,5,2,3,6,1,0,0,0,0,1,0
368,3,4,24,1,0,0,0,0,0,0,4,4,1,1,3,4,4,1,3,7,0,0,1,24,0,0,1
319,2,9,74,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,22,0,0,1
131,2,9,33,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,0,0,1,0
115,1,10,75,0,0,0,0,1,0,0,4,4,1,1,3,4,4,1,3,7,1,0,0,13,0,0,1
94,1,10,62,0,0,0,0,1,0,0,6,4,1,1,3,6,4,1,3,7,1,0,0,14,0,0,1
80,1,10,43,0,0,0,0,1,0,0,6,4,2,1,2,6,4,1,3,7,0,0,1,-2,1,0,0
74,2,12,45,0,0,0,0,1,0,0,4,3,2,1,2,4,3,1,3,7,1,0,0,4,0,0,1
63,3,8,41,0,0,0,0,1,0,0,6,4,2,1,2,6,4,1,3,7,1,0,0,13,0,0,1
57,1,10,28,0,0,0,0,1,0,0,5,4,2,1,2,5,4,1,3,7,1,0,0,0,0,1,0
3600,1,10,75,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,6,0,0,1
3570,2,4,69,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,5,0,0,1
3454,3,2,56,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,5,0,0,1
3417,1,10,51,0,0,0,0,1,0,0,7,4,1,2,2,7,4,4,3,4,1,0,0,0,0,1,0
3373,3,8,49,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,-7,1,0,0
3195,2,13,84,0,0,0,0,1,0,0,5,4,2,1,2,5,4,4,2,5,1,0,0,0,0,1,0
3189,3,13,84,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,5,0,0,1
3148,1,10,72,1,0,0,0,0,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,11,0,0,1
3047,1,10,51,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,12,0,0,1
3009,1,10,39,1,0,0,0,0,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,0,0,1,0
3006,2,10,39,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,0,0,1,0
3000,3,10,39,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,17,0,0,1
2889,3,8,20,0,0,0,0,1,0,0,7,5,1,1,3,7,5,3,3,5,1,0,0,0,0,1,0
2812,3,8,73,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0,0,1,0
2798,1,10,55,0,0,0,0,0,1,0,8,4,1,2,2,8,4,4,3,4,1,0,0,15,0,0,1
2766,1,10,40,0,0,0,0,1,0,0,5,3,1,2,2,5,3,4,3,4,1,0,0,12,0,0,1
2744,1,10,28,0,0,0,0,1,0,0,5,4,1,2,2,5,4,4,3,4,1,0,0,4,0,0,1
2712,2,6,24,0,0,0,0,1,0,0,7,5,1,2,2,7,5,4,3,4,1,0,0,0,0,1,0
2706,3,6,24,0,0,0,0,1,0,0,7,5,1,1,3,7,5,3,3,5,0,0,1,10,0,0,1
2688,1,10,65,0,0,0,0,1,0,0,6,6,1,1,3,6,6,4,2,5,1,0,0,0,0,1,0
2644,3,14,69,1,0,0,0,0,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,6,0,0,1
2572,1,10,61,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,14,0,0,1
2540,1,10,47,0,0,0,0,1,0,0,7,4,1,1,3,7,4,4,2,5,0,0,1,0,0,1,0
2534,2,10,47,0,0,0,0,1,0,0,5,4,1,1,3,5,4,3,3,5,1,0,0,10,0,0,1
2492,1,10,37,0,0,0,0,1,0,0,6,6,1,1,3,6,6,3,3,5,1,0,0,18,0,0,1
2413,2,10,19,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,0,0,1,0
2278,1,10,75,0,0,0,1,0,0,0,6,5,1,1,3,6,5,4,2,5,0,0,1,6,0,0,1
2142,2,18,63,0,0,0,0,1,0,0,6,4,2,1,2,6,4,4,2,5,1,0,0,7,0,0,1
2102,3,11,56,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,7,0,0,1
2058,1,10,80,0,1,0,0,0,0,0,8,5,1,2,2,8,5,4,3,4,1,0,0,6,0,0,1
1980,3,3,73,1,0,0,0,0,0,0,5,4,0,1,4,5,4,3,3,5,1,0,0,29,0,0,1
1950,1,10,44,0,0,0,0,1,0,0,5,4,1,1,3,5,4,3,3,5,1,0,0,0,0,1,0
1920,2,14,79,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,7,0,0,1
1914,3,7,72,1,0,0,0,0,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,-9,1,0,0
1897,1,10,99,0,0,0,0,0,1,0,7,4,1,2,2,7,4,4,3,4,1,0,0,11,0,0,1
1870,1,10,88,0,0,0,0,1,0,0,5,3,1,1,3,5,3,3,3,5,1,0,0,5,0,0,1
1850,1,10,19,1,0,0,0,0,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0,0,1,0
1845,2,10,19,1,0,0,0,0,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,0,0,1,0
1840,3,10,19,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,8,0,0,1
1763,1,10,26,0,0,0,0,0,1,0,7,4,1,3,1,7,4,4,3,4,1,0,0,7,0,0,1
1688,1,10,15,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,15,0,0,1
1651,2,10,75,1,0,0,0,0,0,0,5,4,1,1,3,5,4,3,3,5,1,0,0,0,0,1,0
1610,1,10,43,0,0,0,0,1,0,0,8,4,1,2,2,8,4,4,3,4,1,0,0,15,0,0,1
1548,1,25,43,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,0,0,1,0
1545,2,25,43,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,0,0,1,0
1542,3,25,43,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,0,0,1,0
1489,2,3,85,0,0,0,0,0,1,0,7,5,1,2,2,7,5,4,3,4,1,0,0,0,0,1,0
1483,3,3,85,0,0,0,0,1,0,0,7,4,2,1,2,7,4,4,2,5,1,0,0,14,0,0,1
1425,1,10,66,0,0,0,0,1,0,0,7,5,1,2,2,7,5,4,3,4,0,0,1,-1,1,0,0
1404,2,11,67,0,0,0,1,0,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,-5,1,0,0
1363,3,16,72,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,5,0,0,1
1273,2,8,71,0,1,0,0,0,0,0,6,4,1,2,2,6,4,4,2,5,0,0,1,4,0,0,1
1235,3,4,67,0,0,0,0,1,0,0,6,5,1,1,3,6,5,3,3,5,1,0,0,9,0,0,1
1162,2,9,57,0,0,0,0,1,0,0,5,4,1,2,2,5,4,4,3,4,1,0,0,8,0,0,1
1125,3,1,49,0,1,0,0,0,0,0,8,5,1,3,1,8,5,4,3,4,0,1,0,0,0,1,0
1120,4,1,49,0,1,0,0,0,0,0,7,6,1,3,1,7,6,4,3,4,1,0,0,6,0,0,1
1100,1,10,43,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,4,0,0,1
981,1,10,26,0,0,0,0,1,0,0,4,3,1,1,3,4,3,4,2,5,1,0,0,0,0,1,0
978,2,10,26,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,24,0,0,1
928,1,10,75,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,6,0,0,1
800,2,9,43,0,0,0,0,0,1,0,6,6,2,1,2,6,6,4,2,5,1,0,0,0,0,1,0
793,3,9,43,0,0,0,0,1,0,0,6,3,1,1,3,6,3,3,2,6,0,0,1,18,0,0,1
737,1,10,75,0,1,0,0,0,0,0,8,4,1,2,2,8,4,4,3,4,1,0,0,2,0,0,1
700,2,8,73,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,0,0,1,0
614,2,8,60,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,0,0,1,0
585,3,3,55,0,0,0,0,1,0,0,6,3,1,1,3,6,3,3,3,5,1,0,0,0,0,1,0
572,1,10,80,0,0,0,0,0,1,0,7,4,1,2,2,7,4,4,3,4,1,0,0,20,0,0,1
499,1,26,76,0,0,0,0,1,0,0,6,4,1,2,2,6,4,4,2,5,1,0,0,0,0,1,0
422,1,10,29,0,0,0,0,1,0,0,6,4,2,1,2,6,4,4,2,5,1,0,0,23,0,0,1
369,1,11,11,0,0,0,0,1,0,0,6,2,1,1,3,6,2,4,2,5,1,0,0,9,0,0,1
331,2,2,2,0,1,0,0,0,0,0,7,4,1,3,1,7,4,4,3,4,1,0,0,0,0,1,0
295,1,10,99,0,0,0,0,0,1,0,8,4,1,2,2,8,4,4,3,4,1,0,0,5,0,0,1
210,3,2,91,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,0,0,1,-4,1,0,0
156,1,10,16,1,0,0,0,0,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,16,0,0,1
148,1,10,75,0,0,0,0,1,0,0,5,4,1,1,3,5,4,3,3,5,1,0,0,10,0,0,1
108,2,14,69,0,0,0,0,1,0,0,7,4,1,1,3,7,4,3,3,5,0,0,1,21,0,0,1
79,1,10,48,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,7,0,0,1
51,1,10,35,0,0,0,0,1,0,0,6,5,1,1,3,6,5,3,3,5,1,0,0,11,0,0,1
3392,3,6,58,0,0,0,0,1,0,0,5,4,1,1,3,5,4,1,4,6,1,0,0,5,0,0,1
3281,3,12,54,0,0,0,0,1,0,0,6,5,1,1,3,6,5,1,4,6,1,0,0,15,0,0,1
3221,2,10,39,0,0,0,0,1,0,0,6,5,1,3,1,6,5,3,4,4,1,0,0,0,0,1,0
3217,3,10,39,1,0,0,0,0,0,0,6,3,1,0,4,6,3,1,4,6,1,0,0,8,0,0,1
3091,1,10,13,0,0,0,0,0,1,0,8,6,1,2,2,8,6,3,4,4,1,0,0,0,0,1,0
2964,2,1,85,0,0,0,0,0,1,0,7,4,1,3,1,7,4,4,3,4,1,0,0,6,0,0,1
2919,1,10,79,0,0,0,0,1,0,0,7,3,1,2,2,7,3,4,2,5,1,0,0,0,0,1,0
2875,1,10,66,0,0,0,0,0,1,0,8,4,1,2,2,8,4,4,3,4,1,0,0,16,0,0,1
2759,3,12,52,0,0,0,0,1,0,0,2,3,1,1,3,2,3,3,2,6,1,0,0,1,0,0,1
2662,2,8,57,0,0,0,0,1,0,0,6,5,1,2,2,6,5,2,4,5,1,0,0,3,0,0,1
2622,3,5,54,0,0,0,0,1,0,0,5,5,1,1,3,5,5,1,4,6,1,0,0,0,0,1,0
2577,2,1,68,0,0,0,0,0,1,0,8,5,1,3,1,8,5,4,3,4,1,0,0,0,0,1,0
2535,1,10,67,0,0,0,0,1,0,0,6,3,1,1,3,6,3,4,2,5,0,1,0,0,0,1,0
2453,1,10,54,0,0,0,0,0,1,0,8,4,1,2,2,8,4,4,3,4,0,0,1,0,0,1,0
2405,3,6,50,0,0,0,0,1,0,0,6,4,1,0,4,6,4,4,2,5,1,0,0,13,0,0,1
2345,2,10,37,0,0,0,0,1,0,0,6,4,1,2,2,6,4,4,2,5,1,0,0,3,0,0,1
2299,3,7,34,0,0,0,0,1,0,0,5,3,1,1,3,5,3,3,2,6,1,0,0,0,0,1,0
